"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|IT-South","01.01.2015 10:00 - 01.01.2015 11:00 (CET)","N/A","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","N/A"
"BZN|IT-South","01.01.2015 11:00 - 01.01.2015 12:00 (CET)","N/A","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","N/A"
"BZN|IT-South","01.01.2015 12:00 - 01.01.2015 13:00 (CET)","N/A","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","N/A"
"BZN|IT-South","01.01.2015 13:00 - 01.01.2015 14:00 (CET)","N/A","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","N/A"
"BZN|IT-South","01.01.2015 14:00 - 01.01.2015 15:00 (CET)","N/A","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","N/A"
"BZN|IT-South","01.01.2015 15:00 - 01.01.2015 16:00 (CET)","N/A","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","N/A"
"BZN|IT-South","01.01.2015 16:00 - 01.01.2015 17:00 (CET)","N/A","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","N/A"
"BZN|IT-South","01.01.2015 17:00 - 01.01.2015 18:00 (CET)","N/A","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","N/A"
"BZN|IT-South","01.01.2015 18:00 - 01.01.2015 19:00 (CET)","N/A","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","N/A"
"BZN|IT-South","01.01.2015 19:00 - 01.01.2015 20:00 (CET)","N/A","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","N/A"
"BZN|IT-South","01.01.2015 20:00 - 01.01.2015 21:00 (CET)","N/A","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","N/A"
"BZN|IT-South","01.01.2015 21:00 - 01.01.2015 22:00 (CET)","N/A","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","N/A"
"BZN|IT-South","01.01.2015 22:00 - 01.01.2015 23:00 (CET)","N/A","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","N/A"
"BZN|IT-South","01.01.2015 23:00 - 02.01.2015 00:00 (CET)","N/A","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","N/A"
"BZN|IT-South","02.01.2015 00:00 - 02.01.2015 01:00 (CET)","118","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","187","6","n/e","n/e","297","n/e","0","10","n/e","1092"
"BZN|IT-South","02.01.2015 01:00 - 02.01.2015 02:00 (CET)","118","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","91","6","n/e","n/e","291","n/e","0","9","n/e","1193"
"BZN|IT-South","02.01.2015 02:00 - 02.01.2015 03:00 (CET)","118","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","6","n/e","n/e","288","n/e","0","9","n/e","1329"
"BZN|IT-South","02.01.2015 03:00 - 02.01.2015 04:00 (CET)","118","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","44","6","n/e","n/e","287","n/e","0","9","n/e","1599"
"BZN|IT-South","02.01.2015 04:00 - 02.01.2015 05:00 (CET)","118","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","44","6","n/e","n/e","289","n/e","0","10","n/e","1765"
"BZN|IT-South","02.01.2015 05:00 - 02.01.2015 06:00 (CET)","120","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","99","6","n/e","n/e","296","n/e","0","10","n/e","1705"
"BZN|IT-South","02.01.2015 06:00 - 02.01.2015 07:00 (CET)","120","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","96","6","n/e","n/e","306","n/e","0","9","n/e","1614"
"BZN|IT-South","02.01.2015 07:00 - 02.01.2015 08:00 (CET)","118","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","49","11","n/e","n/e","316","n/e","40","9","n/e","1653"
"BZN|IT-South","02.01.2015 08:00 - 02.01.2015 09:00 (CET)","30","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","N/A","n/e","n/e","N/A","n/e","N/A","N/A","n/e","21"
"BZN|IT-South","02.01.2015 09:00 - 02.01.2015 10:00 (CET)","117","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","81","6","n/e","n/e","328","n/e","1016","9","n/e","1779"
"BZN|IT-South","02.01.2015 10:00 - 02.01.2015 11:00 (CET)","106","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","49","6","n/e","n/e","321","n/e","1359","9","n/e","1794"
"BZN|IT-South","02.01.2015 11:00 - 02.01.2015 12:00 (CET)","118","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","107","6","n/e","n/e","312","n/e","1554","9","n/e","1695"
"BZN|IT-South","02.01.2015 12:00 - 02.01.2015 13:00 (CET)","118","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","70","6","n/e","n/e","312","n/e","1472","9","n/e","1659"
"BZN|IT-South","02.01.2015 13:00 - 02.01.2015 14:00 (CET)","119","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","44","6","n/e","n/e","316","n/e","1317","9","n/e","1449"
"BZN|IT-South","02.01.2015 14:00 - 02.01.2015 15:00 (CET)","108","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","6","n/e","n/e","329","n/e","1030","9","n/e","1215"
"BZN|IT-South","02.01.2015 15:00 - 02.01.2015 16:00 (CET)","107","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","46","6","n/e","n/e","366","n/e","415","10","n/e","894"
"BZN|IT-South","02.01.2015 16:00 - 02.01.2015 17:00 (CET)","106","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","153","6","n/e","n/e","405","n/e","26","11","n/e","812"
"BZN|IT-South","02.01.2015 17:00 - 02.01.2015 18:00 (CET)","108","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","474","65","n/e","n/e","428","n/e","0","10","n/e","762"
"BZN|IT-South","02.01.2015 18:00 - 02.01.2015 19:00 (CET)","106","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","410","67","n/e","n/e","435","n/e","0","11","n/e","688"
"BZN|IT-South","02.01.2015 19:00 - 02.01.2015 20:00 (CET)","107","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","383","70","n/e","n/e","438","n/e","0","11","n/e","668"
"BZN|IT-South","02.01.2015 20:00 - 02.01.2015 21:00 (CET)","108","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","153","13","n/e","n/e","427","n/e","0","10","n/e","664"
"BZN|IT-South","02.01.2015 21:00 - 02.01.2015 22:00 (CET)","106","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","125","11","n/e","n/e","406","n/e","0","10","n/e","728"
"BZN|IT-South","02.01.2015 22:00 - 02.01.2015 23:00 (CET)","106","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","53","6","n/e","n/e","368","n/e","0","10","n/e","775"
"BZN|IT-South","02.01.2015 23:00 - 03.01.2015 00:00 (CET)","106","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","55","6","n/e","n/e","341","n/e","0","10","n/e","871"
"BZN|IT-South","03.01.2015 00:00 - 03.01.2015 01:00 (CET)","108","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","91","6","n/e","n/e","324","n/e","0","9","n/e","879"
"BZN|IT-South","03.01.2015 01:00 - 03.01.2015 02:00 (CET)","108","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","89","6","n/e","n/e","309","n/e","0","9","n/e","866"
"BZN|IT-South","03.01.2015 02:00 - 03.01.2015 03:00 (CET)","107","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","46","6","n/e","n/e","298","n/e","0","9","n/e","839"
"BZN|IT-South","03.01.2015 03:00 - 03.01.2015 04:00 (CET)","107","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","42","6","n/e","n/e","300","n/e","0","9","n/e","761"
"BZN|IT-South","03.01.2015 04:00 - 03.01.2015 05:00 (CET)","107","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","43","6","n/e","n/e","298","n/e","0","10","n/e","781"
"BZN|IT-South","03.01.2015 05:00 - 03.01.2015 06:00 (CET)","106","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","6","n/e","n/e","296","n/e","0","10","n/e","877"
"BZN|IT-South","03.01.2015 06:00 - 03.01.2015 07:00 (CET)","106","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","56","6","n/e","n/e","302","n/e","0","10","n/e","957"
"BZN|IT-South","03.01.2015 07:00 - 03.01.2015 08:00 (CET)","103","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","11","n/e","n/e","309","n/e","22","10","n/e","885"
"BZN|IT-South","03.01.2015 08:00 - 03.01.2015 09:00 (CET)","107","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","204","11","n/e","n/e","312","n/e","424","9","n/e","860"
"BZN|IT-South","03.01.2015 09:00 - 03.01.2015 10:00 (CET)","108","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","133","6","n/e","n/e","317","n/e","1043","9","n/e","881"
"BZN|IT-South","03.01.2015 10:00 - 03.01.2015 11:00 (CET)","110","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","52","6","n/e","n/e","320","n/e","1344","9","n/e","997"
"BZN|IT-South","03.01.2015 11:00 - 03.01.2015 12:00 (CET)","104","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","53","6","n/e","n/e","314","n/e","1418","10","n/e","1173"
"BZN|IT-South","03.01.2015 12:00 - 03.01.2015 13:00 (CET)","107","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","47","6","n/e","n/e","319","n/e","1389","9","n/e","1289"
"BZN|IT-South","03.01.2015 13:00 - 03.01.2015 14:00 (CET)","107","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","48","6","n/e","n/e","310","n/e","1258","5","n/e","1474"
"BZN|IT-South","03.01.2015 14:00 - 03.01.2015 15:00 (CET)","108","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","93","6","n/e","n/e","328","n/e","918","5","n/e","1695"
"BZN|IT-South","03.01.2015 15:00 - 03.01.2015 16:00 (CET)","108","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","166","6","n/e","n/e","364","n/e","382","4","n/e","1926"
"BZN|IT-South","03.01.2015 16:00 - 03.01.2015 17:00 (CET)","108","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","262","65","n/e","n/e","388","n/e","36","4","n/e","2047"
"BZN|IT-South","03.01.2015 17:00 - 03.01.2015 18:00 (CET)","107","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","409","67","n/e","n/e","423","n/e","0","4","n/e","2089"
"BZN|IT-South","03.01.2015 18:00 - 03.01.2015 19:00 (CET)","102","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","363","65","n/e","n/e","426","n/e","0","4","n/e","2186"
"BZN|IT-South","03.01.2015 19:00 - 03.01.2015 20:00 (CET)","103","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","450","13","n/e","n/e","395","n/e","0","4","n/e","2386"
"BZN|IT-South","03.01.2015 20:00 - 03.01.2015 21:00 (CET)","101","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","190","11","n/e","n/e","378","n/e","0","4","n/e","2420"
"BZN|IT-South","03.01.2015 21:00 - 03.01.2015 22:00 (CET)","101","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","57","11","n/e","n/e","360","n/e","0","4","n/e","2443"
"BZN|IT-South","03.01.2015 22:00 - 03.01.2015 23:00 (CET)","103","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","51","6","n/e","n/e","339","n/e","0","5","n/e","2335"
"BZN|IT-South","03.01.2015 23:00 - 04.01.2015 00:00 (CET)","101","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","50","6","n/e","n/e","333","n/e","0","5","n/e","2484"
"BZN|IT-South","04.01.2015 00:00 - 04.01.2015 01:00 (CET)","98","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","86","6","n/e","n/e","318","n/e","0","4","n/e","2561"
"BZN|IT-South","04.01.2015 01:00 - 04.01.2015 02:00 (CET)","99","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","115","6","n/e","n/e","310","n/e","0","4","n/e","2605"
"BZN|IT-South","04.01.2015 02:00 - 04.01.2015 03:00 (CET)","104","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","89","6","n/e","n/e","308","n/e","0","4","n/e","2505"
"BZN|IT-South","04.01.2015 03:00 - 04.01.2015 04:00 (CET)","106","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","48","6","n/e","n/e","309","n/e","0","4","n/e","2349"
"BZN|IT-South","04.01.2015 04:00 - 04.01.2015 05:00 (CET)","108","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","48","6","n/e","n/e","302","n/e","0","4","n/e","2296"
"BZN|IT-South","04.01.2015 05:00 - 04.01.2015 06:00 (CET)","99","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","48","6","n/e","n/e","301","n/e","0","5","n/e","2154"
"BZN|IT-South","04.01.2015 06:00 - 04.01.2015 07:00 (CET)","101","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","47","6","n/e","n/e","315","n/e","0","4","n/e","1807"
"BZN|IT-South","04.01.2015 07:00 - 04.01.2015 08:00 (CET)","100","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","76","6","n/e","n/e","322","n/e","42","4","n/e","1444"
"BZN|IT-South","04.01.2015 08:00 - 04.01.2015 09:00 (CET)","105","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","112","11","n/e","n/e","324","n/e","398","4","n/e","1174"
"BZN|IT-South","04.01.2015 09:00 - 04.01.2015 10:00 (CET)","107","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","128","11","n/e","n/e","326","n/e","985","4","n/e","922"
"BZN|IT-South","04.01.2015 10:00 - 04.01.2015 11:00 (CET)","106","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","50","6","n/e","n/e","312","n/e","953","4","n/e","787"
"BZN|IT-South","04.01.2015 11:00 - 04.01.2015 12:00 (CET)","105","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","50","6","n/e","n/e","314","n/e","731","4","n/e","738"
"BZN|IT-South","04.01.2015 12:00 - 04.01.2015 13:00 (CET)","107","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","51","6","n/e","n/e","314","n/e","1003","5","n/e","886"
"BZN|IT-South","04.01.2015 13:00 - 04.01.2015 14:00 (CET)","108","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","51","6","n/e","n/e","313","n/e","961","5","n/e","1058"
"BZN|IT-South","04.01.2015 14:00 - 04.01.2015 15:00 (CET)","107","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","52","6","n/e","n/e","314","n/e","863","4","n/e","1225"
"BZN|IT-South","04.01.2015 15:00 - 04.01.2015 16:00 (CET)","106","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","56","6","n/e","n/e","326","n/e","262","4","n/e","1460"
"BZN|IT-South","04.01.2015 16:00 - 04.01.2015 17:00 (CET)","106","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","125","18","n/e","n/e","350","n/e","17","4","n/e","1438"
"BZN|IT-South","04.01.2015 17:00 - 04.01.2015 18:00 (CET)","106","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","162","10","n/e","n/e","375","n/e","0","4","n/e","1272"
"BZN|IT-South","04.01.2015 18:00 - 04.01.2015 19:00 (CET)","105","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","275","109","n/e","n/e","383","n/e","0","4","n/e","1173"
"BZN|IT-South","04.01.2015 19:00 - 04.01.2015 20:00 (CET)","105","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","216","85","n/e","n/e","381","n/e","0","3","n/e","1444"
"BZN|IT-South","04.01.2015 20:00 - 04.01.2015 21:00 (CET)","106","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","209","92","n/e","n/e","372","n/e","0","4","n/e","1728"
"BZN|IT-South","04.01.2015 21:00 - 04.01.2015 22:00 (CET)","108","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","124","93","n/e","n/e","369","n/e","0","4","n/e","1676"
"BZN|IT-South","04.01.2015 22:00 - 04.01.2015 23:00 (CET)","106","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","58","7","n/e","n/e","357","n/e","0","4","n/e","1491"
"BZN|IT-South","04.01.2015 23:00 - 05.01.2015 00:00 (CET)","106","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","137","6","n/e","n/e","347","n/e","0","4","n/e","1445"
"BZN|IT-South","05.01.2015 00:00 - 05.01.2015 01:00 (CET)","107","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","74","6","n/e","n/e","336","n/e","0","4","n/e","1508"
"BZN|IT-South","05.01.2015 01:00 - 05.01.2015 02:00 (CET)","108","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","87","6","n/e","n/e","320","n/e","0","4","n/e","1456"
"BZN|IT-South","05.01.2015 02:00 - 05.01.2015 03:00 (CET)","107","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","116","6","n/e","n/e","313","n/e","0","4","n/e","1521"
"BZN|IT-South","05.01.2015 03:00 - 05.01.2015 04:00 (CET)","108","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","109","6","n/e","n/e","309","n/e","0","3","n/e","1481"
"BZN|IT-South","05.01.2015 04:00 - 05.01.2015 05:00 (CET)","108","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","49","6","n/e","n/e","324","n/e","0","4","n/e","1511"
"BZN|IT-South","05.01.2015 05:00 - 05.01.2015 06:00 (CET)","107","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","48","9","n/e","n/e","334","n/e","0","4","n/e","1799"
"BZN|IT-South","05.01.2015 06:00 - 05.01.2015 07:00 (CET)","108","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","101","6","n/e","n/e","350","n/e","0","4","n/e","1524"
"BZN|IT-South","05.01.2015 07:00 - 05.01.2015 08:00 (CET)","106","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","53","11","n/e","n/e","363","n/e","28","4","n/e","1565"
"BZN|IT-South","05.01.2015 08:00 - 05.01.2015 09:00 (CET)","107","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","138","11","n/e","n/e","365","n/e","403","4","n/e","1698"
"BZN|IT-South","05.01.2015 09:00 - 05.01.2015 10:00 (CET)","107","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","137","11","n/e","n/e","374","n/e","695","4","n/e","1823"
"BZN|IT-South","05.01.2015 10:00 - 05.01.2015 11:00 (CET)","107","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","55","6","n/e","n/e","346","n/e","1113","4","n/e","2428"
"BZN|IT-South","05.01.2015 11:00 - 05.01.2015 12:00 (CET)","108","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","51","6","n/e","n/e","323","n/e","1365","4","n/e","2939"
"BZN|IT-South","05.01.2015 12:00 - 05.01.2015 13:00 (CET)","107","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","116","6","n/e","n/e","309","n/e","1208","4","n/e","2980"
"BZN|IT-South","05.01.2015 13:00 - 05.01.2015 14:00 (CET)","107","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","112","6","n/e","n/e","296","n/e","1052","4","n/e","2945"
"BZN|IT-South","05.01.2015 14:00 - 05.01.2015 15:00 (CET)","107","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","64","6","n/e","n/e","311","n/e","751","4","n/e","2864"
"BZN|IT-South","05.01.2015 15:00 - 05.01.2015 16:00 (CET)","106","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","177","6","n/e","n/e","329","n/e","408","4","n/e","2644"
"BZN|IT-South","05.01.2015 16:00 - 05.01.2015 17:00 (CET)","105","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","232","6","n/e","n/e","383","n/e","39","4","n/e","2243"
"BZN|IT-South","05.01.2015 17:00 - 05.01.2015 18:00 (CET)","109","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","343","145","n/e","n/e","432","n/e","0","3","n/e","1879"
"BZN|IT-South","05.01.2015 18:00 - 05.01.2015 19:00 (CET)","108","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","475","148","n/e","n/e","444","n/e","0","4","n/e","1637"
"BZN|IT-South","05.01.2015 19:00 - 05.01.2015 20:00 (CET)","109","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","499","151","n/e","n/e","449","n/e","0","4","n/e","1320"
